id,host_id,host_since,host_response_time_hours,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_name,latitude,longitude,property_type,room_type,nbr_accommodates,nbr_bathrooms,nbr_bedrooms,nbr_beds,list_amenities,price_CAD,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,nbr_of_reviews,nbr_of_reviews_ltm,nbr_of_reviews_l30d,availability_eoy,nbr_of_reviews_ly,estimated_occupancy_l365d,review_scores_rating,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,has_license,has_review,host_response_rate_missing,host_response_time_missing,host_acceptance_rate_missing,nbr_amenities,has_sauna,has_gym,has_air_conditioning,has_heating,has_free_parking,has_pool,has_hot_tub,has_balcony,has_fireplace,has_elevator,has_view,has_dishwasher,is_entire_place,is_private_room,has_shared_bath,dist_to_PVM_km,hosting_years,log_price
29061,125031,2010-05-14,1.0,1.0,1.0,1.0,2,2,"['email', 'phone', 'work_email']",1,1,Ville-Marie,45.51929,-73.56493,Entire home,Entire home/apt,4,1.0,2.0,2.0,"[""Hair dryer"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Crib - available upon request"", ""Conditioner"", ""Toaster"", ""Garden view"", ""Private patio or balcony"", ""Cleaning products"", ""Baking sheet"", ""Dining table"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""Rice maker"", ""First aid kit"", ""AEG induction stove"", ""Shampoo"", ""Clothing storage: closet"", ""Board games"", ""Sound system"", ""Pack \u2019n play/Travel crib - available upon request"", ""Radiant heating"", ""Outdoor dining area"", ""TV with Apple TV, Netflix, premium cable, standard cable"", ""Free street parking"", ""Oven"", ""Private BBQ grill: gas"", ""Central air conditioning"", ""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Wine glasses"", ""Fast wifi \u2013 105 Mbps"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Lockbox"", ""Fire extinguisher"", ""Pets allowed"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Dedicated workspace"", ""Shower gel"", ""Long term stays allowed"", ""Portable air conditioning"", ""Portable fans"", ""Freezer"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Body soap"", ""Dishwasher"", ""Room-darkening shades"", ""Mosquito net"", ""Barbecue utensils"", ""Outdoor furniture"", ""Blender""]",305.0,2,21,1.0,17,32,58,327,156,19,2,155,24,114,4.75,0,2,2,0,0,0.96,1,1,0,0,0,68,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2.328844300480171,15.098630136986301,5.723585101952381
50479,231694,2010-09-11,1.0,1.0,1.0,1.0,2,3,"['email', 'phone']",1,1,Rosemont-La Petite-Patrie,45.54157,-73.60737,Entire rental unit,Entire home/apt,3,1.0,2.0,4.0,"[""Hair dryer"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Toaster"", ""Garden view"", ""Private patio or balcony"", ""Cleaning products"", ""Baking sheet"", ""Laundromat nearby"", ""Dining table"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""Host greets you"", ""First aid kit"", ""Shampoo"", ""Free street parking"", ""Outdoor dining area"", ""Oven"", ""50 inch HDTV with Netflix"", ""Central air conditioning"", ""Fast wifi \u2013 57 Mbps"", ""Iron"", ""Books and reading material"", ""Cooking basics"", ""Drying rack for clothing"", ""Essentials"", ""Hangers"", ""Keypad"", ""Bed linens"", ""Electric stove"", ""Wine glasses"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Fire extinguisher"", ""Bathtub"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Dedicated workspace"", ""Long term stays allowed"", ""Portable fans"", ""Crib"", ""Body soap"", ""Outdoor furniture"", ""Blender""]",143.0,3,28,1.0,3,4,11,35,340,63,5,35,63,255,4.96,1,2,1,1,0,1.9,1,1,0,0,0,49,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,5.569545268321771,14.76986301369863,4.969813299576001
66247,318040,2010-12-13,1.0,1.0,0.99,1.0,5,126,"['email', 'phone', 'work_email']",1,0,Ville-Marie,45.50584,-73.55602,Entire loft,Entire home/apt,4,1.0,1.0,1.0,"[""Hair dryer"", ""Cleaning products"", ""Pocket wifi"", ""Wifi \u2013 30 Mbps"", ""Dryer"", ""Extra pillows and blankets"", ""Kitchen"", ""Self check-in"", ""Stove"", ""Paid parking off premises"", ""Oven"", ""Iron"", ""Window guards"", ""Cooking basics"", ""Elevator"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""42 inch HDTV with Roku"", ""Bathtub"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dishwasher"", ""Washer""]",150.0,3,90,1.0,6,26,54,229,548,79,5,147,73,255,4.77,0,5,5,0,0,3.1,1,1,0,0,0,35,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1.3734223940504153,14.515068493150684,5.017279836814924
103128,538123,2011-04-26,4.0,1.0,0.67,0.0,1,1,"['email', 'phone', 'work_email']",1,0,Le Plateau-Mont-Royal,45.51933,-73.57472,Entire townhouse,Entire home/apt,7,2.0,4.0,4.0,"[""Hot water kettle"", ""Wifi"", ""Toaster"", ""Kitchen"", ""Self check-in"", ""Gas stove"", ""HDTV with Netflix, Disney+"", ""Coffee"", ""Cooking basics"", ""Wine glasses"", ""Refrigerator"", ""Lockbox"", ""Fire extinguisher"", ""Dishes and silverware"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Microwave"", ""Central heating"", ""Double oven"", ""Freezer"", ""Dishwasher"", ""Washer"", ""Blender""]",190.0,5,14,1.0,3,4,4,5,19,1,0,4,0,10,4.89,0,1,1,0,0,0.11,1,1,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.318520378018161,14.147945205479452,5.25227342804663
137443,656725,2011-06-02,4.0,0.88,0.67,1.0,1,3,"['email', 'phone']",1,1,Le Plateau-Mont-Royal,45.52663,-73.60145,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"[""Hot water kettle"", ""Wifi"", ""Garden view"", ""Private patio or balcony"", ""Kitchen"", ""Self check-in"", ""Private backyard \u2013 Fully fenced"", ""Stove"", ""Outdoor dining area"", ""Courtyard view"", ""Oven"", ""Iron"", ""Cooking basics"", ""BBQ grill"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""Dishes and silverware"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Microwave"", ""Dedicated workspace"", ""Outdoor furniture"", ""Washer""]",257.0,2,67,1.0,13,36,66,253,85,15,1,165,13,90,4.85,0,1,1,0,0,0.52,1,1,0,0,0,30,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,3.93685017281054,14.046575342465754,5.552959584921617
208337,1025518,2011-08-26,4.0,0.9,0.84,1.0,5,5,"['email', 'phone']",1,1,Le Plateau-Mont-Royal,45.53217,-73.58388,Entire rental unit,Entire home/apt,6,2.5,4.0,4.0,"[""Hair dryer"", ""Wifi"", ""Private patio or balcony"", ""Extra pillows and blankets"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Stove"", ""Backyard"", ""Free street parking"", ""Outdoor dining area"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""TV"", ""Cooking basics"", ""BBQ grill"", ""Essentials"", ""Hangers"", ""Keypad"", ""Bed linens"", ""Ethernet connection"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Fire extinguisher"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Single level home"", ""Dedicated workspace"", ""Dishwasher"", ""Outdoor furniture"", ""Washer""]",210.0,16,365,1.0,22,22,28,28,22,0,0,28,0,0,4.82,0,2,2,0,0,0.13,1,1,0,0,0,37,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,3.8670607750019257,13.813698630136987,5.351858133476067
262688,1016614,2011-08-24,1.0,0.98,1.0,1.0,8,8,"['email', 'phone', 'work_email']",1,1,Le Sud-Ouest,45.4807409,-73.5575752,Entire home,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Hot water kettle"", ""Wifi"", ""Toaster"", ""High chair"", ""40 inch HDTV with Disney+, Netflix, standard cable"", ""Extra pillows and blankets"", ""Window AC unit"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Stove"", ""Free parking on premises"", ""Shampoo"", ""Oven"", ""Iron"", ""Cooking basics"", ""BBQ grill"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""Fire extinguisher"", ""Bathtub"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Dedicated workspace"", ""Long term stays allowed"", ""Freezer"", ""Crib"", ""Dishwasher"", ""Private backyard \u2013 Fully fenced"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys""]",250.0,2,1125,1.0,24,47,71,326,254,16,0,160,18,96,4.75,1,4,4,0,0,1.62,1,1,0,0,0,46,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2.2332229043293905,13.819178082191781,5.5254529391317835
451945,2245004,2012-04-28,4.0,1.0,0.6,0.0,1,1,"['email', 'phone']",1,1,Le Plateau-Mont-Royal,45.53461,-73.57076,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,"[""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Patio or balcony"", ""TV with Fire TV"", ""High chair"", ""Cleaning available during stay"", ""Cleaning products"", ""Clothing storage"", ""Dryer"", ""Extra pillows and blankets"", ""Kitchen"", ""Self check-in"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Changing table - available upon request"", ""Stove"", ""Shampoo"", ""Board games"", ""Free street parking"", ""Outdoor dining area"", ""Game console"", ""Oven"", ""Fast wifi \u2013 57 Mbps"", ""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Cooking basics"", ""BBQ grill"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Baby bath"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""Fire extinguisher"", ""Bathtub"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Single level home"", ""Dedicated workspace"", ""Shower gel"", ""Babysitter recommendations"", ""Outlet covers"", ""Portable fans"", ""Body soap"", ""Dishwasher"", ""Room-darkening shades"", ""Barbecue utensils"", ""Outdoor furniture"", ""Washer"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys""]",186.0,5,40,1.0,6,13,28,87,12,2,0,68,2,20,4.58,0,1,1,0,0,0.1,1,1,0,0,0,59,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,3.9931083315754847,13.139726027397261,5.231108616854587
453936,1904354,2012-03-11,4.0,1.0,0.98,1.0,1,1,"['email', 'phone']",1,1,Le Plateau-Mont-Royal,45.51614,-73.581,Entire loft,Entire home/apt,2,1.0,1.0,1.0,"[""Hair dryer"", ""Wifi"", ""Dryer"", ""TV with standard cable"", ""Kitchen"", ""Host greets you"", ""First aid kit"", ""Shampoo"", ""Clothing storage: closet"", ""Iron"", ""Elevator"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Coffee maker"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Dedicated workspace"", ""Washer""]",149.0,3,40,1.0,3,7,13,220,423,35,1,55,46,210,4.92,0,1,1,0,0,2.66,1,1,0,0,0,24,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2.107836362066536,13.271232876712329,5.0106352940962555
542160,2666170,2012-06-17,24.0,0.5,0.64,0.0,4,7,"['email', 'phone', 'work_email']",1,1,Le Plateau-Mont-Royal,45.53666,-73.58142,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Dryer"", ""Kitchen"", ""Self check-in"", ""Stove"", ""Shampoo"", ""Free street parking"", ""Oven"", ""Iron"", ""TV"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""Dishes and silverware"", ""Smoke alarm"", ""Hot water"", ""Microwave"", ""Dedicated workspace"", ""Washer""]",117.0,5,1125,1.0,4,7,7,238,231,21,1,75,18,210,4.77,0,3,3,0,0,1.71,1,1,0,0,0,26,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4.307400128368863,13.002739726027396,4.770684624465665
583029,2872156,2012-07-08,1.0,1.0,0.91,1.0,1,2,"['email', 'phone']",1,1,Lachine,45.43393,-73.68545,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Wifi"", ""Lockbox"", ""Heating"", ""Air conditioning"", ""Refrigerator"", ""Dryer"", ""Coffee maker"", ""Kitchen"", ""Self check-in"", ""Washer"", ""Dishes and silverware"", ""Smoke alarm""]",78.0,3,10,1.0,0,8,38,38,132,19,1,38,21,114,4.85,0,1,0,1,0,0.84,1,1,0,0,0,13,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,11.50514331219712,12.945205479452055,4.3694478524670215
589770,2909959,2012-07-11,1.0,1.0,1.0,1.0,3,4,"['email', 'phone']",1,1,Ville-Marie,45.51757,-73.55598,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Hot water kettle"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Conditioner"", ""Toaster"", ""High chair"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Cleaning products"", ""Pocket wifi"", ""Baking sheet"", ""Dining table"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Whirlpool stainless steel single oven"", ""Outdoor dining area"", ""Courtyard view"", ""Central air conditioning"", ""Iron"", ""Cooking basics"", ""Drying rack for clothing"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Essentials"", ""Hangers"", ""Bed linens"", ""48 inch HDTV with standard cable"", ""Wine glasses"", ""Free driveway parking on premises \u2013 1 space"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""Fire extinguisher"", ""Bathtub"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Single level home"", ""Central heating"", ""Dedicated workspace"", ""Shower gel"", ""Long term stays allowed"", ""Freezer"", ""Crib"", ""Body soap"", ""Dishwasher"", ""Room-darkening shades"", ""Mosquito net"", ""Whirlpool electric stove"", ""Outdoor furniture"", ""Private backyard \u2013 Fully fenced""]",163.0,2,1125,1.0,13,28,48,302,189,36,4,127,41,216,4.79,0,3,3,0,0,1.2,1,1,0,0,0,60,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,2.38019768148519,12.936986301369863,5.099866427824199
637533,2909959,2012-07-11,1.0,1.0,1.0,1.0,3,4,"['email', 'phone']",1,1,Ville-Marie,45.51758,-73.55601,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,"[""Hair dryer"", ""Hot water kettle"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Clothing storage: walk-in closet, closet, and wardrobe"", ""Conditioner"", ""Toaster"", ""High chair"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Cleaning products"", ""Pocket wifi"", ""Baking sheet"", ""Dining table"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Free street parking"", ""Outdoor dining area"", ""Courtyard view"", ""Oven"", ""Central air conditioning"", ""Iron"", ""Cooking basics"", ""Drying rack for clothing"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Free driveway parking on premises \u2013 1 space"", ""Wine glasses"", ""KitchenAid electric stove"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""Fire extinguisher"", ""Bathtub"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Central heating"", ""Dedicated workspace"", ""Shower gel"", ""Long term stays allowed"", ""38 inch HDTV with standard cable"", ""Freezer"", ""Crib"", ""Body soap"", ""Dishwasher"", ""Room-darkening shades"", ""Mosquito net"", ""Outdoor furniture"", ""Private backyard \u2013 Fully fenced"", ""Children\u2019s books and toys""]",237.0,2,1125,1.0,8,20,38,297,308,49,4,125,59,255,4.87,0,3,3,0,0,3.28,1,1,0,0,0,62,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2.380075595333398,12.936986301369863,5.472270673671475
744424,3901487,2012-10-17,1.0,1.0,0.88,1.0,3,4,"['email', 'phone', 'work_email']",1,1,Le Plateau-Mont-Royal,45.5243,-73.59238,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Hair dryer"", ""Hot water kettle"", ""Wifi"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Stove"", ""Shampoo"", ""Backyard"", ""Free street parking"", ""Trash compactor"", ""Oven"", ""Central air conditioning"", ""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""TV"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""Fire extinguisher"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Dedicated workspace"", ""Long term stays allowed"", ""Freezer"", ""Body soap"", ""Dishwasher"", ""Outdoor furniture"", ""Children\u2019s books and toys""]",204.0,7,1125,1.0,10,12,14,257,170,13,1,90,12,182,4.73,0,3,3,0,0,1.15,1,1,0,0,0,43,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,3.3221192638693973,12.668493150684931,5.3230099791384085
756784,3984292,2012-10-26,1.0,1.0,1.0,1.0,2,4,"['email', 'phone']",1,1,Ville-Marie,45.5202,-73.56335,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Hair dryer"", ""Hot water kettle"", ""Wifi"", ""Patio or balcony"", ""Toaster"", ""TV with Netflix"", ""Dryer"", ""Dining table"", ""Extra pillows and blankets"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Stove"", ""Shampoo"", ""Coffee maker: espresso machine"", ""Free street parking"", ""Sound system"", ""Outdoor dining area"", ""Courtyard view"", ""Oven"", ""Iron"", ""City skyline view"", ""Books and reading material"", ""Cooking basics"", ""Drying rack for clothing"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Wine glasses"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Lockbox"", ""Fire extinguisher"", ""Bathtub"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Dedicated workspace"", ""Shower gel"", ""Long term stays allowed"", ""Freezer"", ""Body soap"", ""Dishwasher"", ""Room-darkening shades"", ""Outdoor furniture"", ""Washer"", ""Blender""]",174.0,6,730,1.0,4,17,31,31,92,14,2,31,10,168,4.95,0,1,1,0,0,0.63,1,1,0,0,0,48,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2.4529997465723414,12.643835616438356,5.1647859739235145
760558,715871,2011-06-18,1.0,1.0,0.67,1.0,1,2,"['email', 'phone']",1,1,Le Plateau-Mont-Royal,45.52186,-73.58207,Private room in condo,Private room,2,1.0,1.0,1.0,"[""Hair dryer"", ""Hot water kettle"", ""Wifi"", ""Indoor fireplace"", ""Toaster"", ""Exterior security cameras on property"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Cleaning products"", ""Baking sheet"", ""Laundromat nearby"", ""Dining table"", ""Kitchen"", ""Self check-in"", ""Stove"", ""Shampoo"", ""Outdoor dining area"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""TV"", ""Paid parking lot off premises"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Lockbox"", ""Smoke alarm"", ""Dishes and silverware"", ""Ceiling fan"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Dedicated workspace"", ""Shower gel"", ""Clothing storage: dresser"", ""Freezer"", ""Body soap"", ""Dishwasher"", ""Outdoor furniture"", ""Exercise equipment""]",103.0,3,30,1.0,0,0,0,0,67,6,2,0,6,36,4.83,0,1,0,1,0,0.46,1,1,0,0,0,45,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,2.7311140112315635,14.002739726027396,4.6443908991413725
890444,4700215,2013-01-14,1.0,1.0,1.0,1.0,1,1,"['email', 'phone']",1,1,Mercier-Hochelaga-Maisonneuve,45.5578,-73.53967,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Hair dryer"", ""Wifi"", ""Dryer"", ""Kitchen"", ""Host greets you"", ""Stove"", ""Shampoo"", ""Free street parking"", ""Oven"", ""Iron"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Fire extinguisher"", ""Dishes and silverware"", ""Smoke alarm"", ""Hot water"", ""Microwave"", ""Washer""]",120.0,2,30,1.0,1,3,14,240,139,27,2,69,23,162,4.86,1,1,1,0,0,0.98,1,1,0,0,0,23,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.994037404569493,12.424657534246576,4.795790545596741
936438,5054644,2013-02-11,4.0,1.0,0.67,1.0,2,2,"['email', 'phone']",1,1,Rosemont-La Petite-Patrie,45.56708999592573,-73.5769327915763,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,"[""Hair dryer"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Toaster"", ""Exterior security cameras on property"", ""Cleaning products"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Shared patio or balcony"", ""First aid kit"", ""Host greets you"", ""Shampoo"", ""Radiant heating"", ""Single oven"", ""Free street parking"", ""Outdoor dining area"", ""Courtyard view"", ""Aveenoo body soap"", ""Iron"", ""Cooking basics"", ""50 inch HDTV with standard cable, DVD player"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Electric stove"", ""Wine glasses"", ""Ethernet connection"", ""Air conditioning"", ""Refrigerator"", ""Coffee maker: french press, Keurig coffee machine"", ""Fire extinguisher"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Single level home"", ""Shower gel"", ""Dishwasher"", ""Room-darkening shades"", ""Mosquito net"", ""Outdoor furniture"", ""Blender""]",97.0,2,31,1.0,3,8,18,233,87,15,2,61,19,90,4.84,0,2,2,0,0,0.6,1,1,0,0,0,47,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,7.621626116193438,12.347945205479451,4.584967478670572
996300,2884582,2012-07-09,4.0,1.0,0.69,0.0,2,2,"['email', 'phone']",1,1,Le Plateau-Mont-Royal,45.51878,-73.59151,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,"[""Hair dryer"", ""Hot water kettle"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Toaster"", ""High chair"", ""Private patio or balcony"", ""Cleaning products"", ""Pocket wifi"", ""Baking sheet"", ""Dryer"", ""Dining table"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Kitchen"", ""BBQ grill: charcoal"", ""Host greets you"", ""Stove"", ""Shampoo"", ""Paid parking off premises"", ""Outdoor dining area"", ""Oven"", ""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Paid parking on premises"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Wine glasses"", ""Bread maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Long term stays allowed"", ""Freezer"", ""Crib"", ""Dishwasher"", ""Room-darkening shades"", ""Barbecue utensils"", ""Washer"", ""Blender""]",223.0,3,30,1.0,2,16,23,39,142,3,0,23,3,18,4.96,0,1,1,0,0,0.95,1,1,0,0,0,52,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,2.773340118060138,12.942465753424658,5.4116460518550396
1066963,1142936,2011-09-11,4.0,1.0,0.98,1.0,1,1,"['email', 'phone', 'work_email']",1,1,Westmount,45.48743,-73.58644,Entire townhouse,Entire home/apt,6,1.0,2.0,0.0,"[""Hair dryer"", ""Hot water kettle"", ""Wifi"", ""Indoor fireplace: gas"", ""Patio or balcony"", ""Toaster"", ""Sonos sound system"", ""Cleaning products"", ""50 inch HDTV with Apple TV, standard cable"", ""Stainless steel single oven"", ""Baking sheet"", ""Dining table"", ""Extra pillows and blankets"", ""Kitchen"", ""Housekeeping available 24 hours, every day - available at extra cost"", ""Free parking garage on premises \u2013 1 space"", ""First aid kit"", ""Host greets you"", ""Radiant heating"", ""Baby safety gates"", ""Iron"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Drying rack for clothing"", ""Coffee maker: drip coffee maker, french press"", ""BBQ grill"", ""Hangers"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Refrigerator"", ""Blender"", ""Free washer \u2013 In building"", ""Fire extinguisher"", ""Bathtub"", ""AC - split type ductless system"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Standalone high chair - always at the listing"", ""Ceiling fan"", ""Microwave"", ""Central heating"", ""Dedicated workspace"", ""Stainless steel electric stove"", ""Freezer"", ""Dishwasher"", ""Crib - always at the listing"", ""Barbecue utensils"", ""Outdoor furniture"", ""Private backyard \u2013 Fully fenced"", ""Children\u2019s dinnerware"", ""Fireplace guards""]",239.0,3,1125,1.0,5,8,16,219,36,27,4,71,23,162,5.0,0,1,1,0,0,1.97,1,1,0,0,0,58,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1.7701999827321448,13.76986301369863,5.480638923341991
